Rama de la Entidad;Sector de la Entidad;Entidad;Proveedor;Agregacion;Ciudad;Total
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Omar Vanegas Nieto;Dotaciones de Vestuario;Bogotá;4245554
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Oracle Colombia Ltda;Servicios Oracle;Bogotá;109237851
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Organización Terpel S.A.;Combustible (Bogotá) II;Bogotá;103500000
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;P&P Systems Colombia S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;55941505
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;PANAMERICANA FORMAS E IMPRESOS S.A;Servicios de Impresión;Bogotá;8958768
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;238632142
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;S.O.S. Soluciones de Oficina & Suministros S.A.S;Consumibles de Impresión;Bogotá;2895077
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;14999516
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería;Bogotá;39999116
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Seguros Generales Suramericana S.A.;SOAT II;Bogotá;6649672
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Seguros Generales Suramericana S.A.;SOAT;Bogotá;6397944
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Servi limpieza S.A.;Aseo y Cafetería II;Bogotá;401566697
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;SERVIASEO S.A;Aseo y Cafetería II;Bogotá;297583280
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Bogotá;2217684382
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Bogotá;72369060
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Subatours S.A.S.;Tiquetes Aéreos;Bogotá;2647484167
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Sumimas S.A.S.;Consumibles de Impresión;Bogotá;114020565
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Twity S.A.;Dotaciones de Vestuario;Bogotá;13279396
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;UNION TEMPORAL EMINSER - SOLOASEO 2016;Aseo y Cafetería II;Bogotá;344826739
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Unión Temporal Ladoinsa 2014;Aseo y Cafetería;Bogotá;248323878
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Unión Temporal MH-SL Mesa de Ayuda 2017;Servicios BPO;Bogotá;253072435
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Uniples S.A.;Consumibles de Impresión;Bogotá;28376896
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Uniples S.A.;Papelería y útiles de oficina II;Bogotá;81651070
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;UT Soft-IG;Microsoft II;Bogotá;127580506
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;UT Soft-IG;Microsoft;Bogotá;134287229
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;UT Software y Servicios Eficientes;Microsoft;Bogotá;10908053
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;UT Soluciones Microsoft 2017;Microsoft II;Bogotá;325437912
Ejecutiva;Minas y Energía;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;Yubarta  S.A.S.;Dotaciones de Vestuario II;Bogotá;6102318
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Arios Colombia S.A.S.;Aseo y Cafetería II;Bogotá;130733268
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;AUTOMAYOR S.A.;Vehículos I;Bogotá;80763300
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;8749850
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;CenturyLink Colombia S.A.;Nube Privada II;Bogotá;931551939
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;145128800
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;COLOMBIANA DE SOFTWARE Y HARDWARE COLSOF S.A;Adquisición de Computadores y Periféricos;Bogotá;562369310
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Comercializadora Ferlag Ltda;Consumibles de Impresión;Bogotá;295249
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Confecciones Páez S.A;Dotaciones de Vestuario II;Bogotá;13869536
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;CONSERJES INMOBILIARIOS LTDA;Aseo y Cafetería II;Bogotá;85273617
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;CONSERJES INMOBILIARIOS LTDA;Aseo y Cafetería II;Pasto;98255940
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Controles Empresariales S.A.S.;Microsoft II;Bogotá;292313102
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Controles Empresariales S.A.S.;Microsoft;Bogotá;493710897
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Dgerard Mg S.A.S;Dotaciones de Vestuario II;Bogotá;2618419
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Dispapeles S.A.S.;Consumibles de Impresión;Bogotá;41831908
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Distracom S.A.;Combustible (Bogotá) II;Bogotá;225311735
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;DISTRIBUIDORA NISSAN S.A.;Vehículos I;Bogotá;102199868
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Eforcers S.A.;Google II;Bogotá;1170690080
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Eforcers S.A.;Google;Bogotá;661531974
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Elite Logística y Rendimiento S.A.S.;Servicio de Distribución;Bogotá;24343388
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Envía Colvanes S.A.S.;Servicio de Distribución;Bogotá;177580128
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;ESRI COLOMBIA SAS;ArcGIS;Bogotá;5356000000
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;ETB;Conectividad II;Bogotá;577166184
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Falabella de Colombia S.A.;Grandes Superficies;Bogotá;16448000
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Gr. EDS Autogas;Combustible (Nacional);Bogotá;3420421
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;GRUPO EDS AUTOGAS S.A.S.;Combustible (Bogotá) II;Bogotá;127621688
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;I3NET S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;23800000
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;IFX Networks Colombia SAS;Nube Privada;Bogotá;387232000
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Institucional Star Services Ltda.;Papelería y útiles de oficina II;Bogotá;31713057
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;La Previsora S.A.;Seguros de Vehículos;Bogotá;59145690
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;La Previsora S.A.;SOAT II;Bogotá;30475178
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Mapfre Seguros Generales de Colombia S.A.;Seguros de Vehículos;Bogotá;98435640
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Media Commerce Partners SAS;Conectividad II;Bogotá;442308720
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Oracle Colombia Ltda;Servicios Oracle;Bogotá;1188402915
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Organización Terpel S.A.;Combustible (Bogotá);Bogotá;70484856
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Organización Terpel S.A.;Combustible (Nacional);Bogotá;31610765
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Origin IT S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;18077836
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;82796582
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Panamericana Outsourcing S.A.;Papelería y útiles de oficina II;Bogotá;32134744
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;PC COM S.A.;Arriendo ETP;Bogotá;24360816
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Permoda Ltda.;Dotaciones de Vestuario;Bogotá;7694280
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;PROINTECH COLOMBIA S.A.S.;Consumibles de Impresión;Bogotá;3470851
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Quest S.A.S;Dotaciones de Vestuario;Bogotá;60930160
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Redcomputo Ltda.;Adquisición de Computadores y Periféricos;Bogotá;730729990
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;RENTACOMPUTO S.A.;Arriendo ETP;Cali;47859767
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;S.O.S. Soluciones de Oficina & Suministros S.A.S;Adquisición de Computadores y Periféricos;Bogotá;170319903
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;S.O.S. Soluciones de Oficina & Suministros S.A.S;Consumibles de Impresión;Bogotá;17569637
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina II;Bogotá;22372403
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;46048330
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Seguros Generales Suramericana S.A.;SOAT II;Bogotá;9177527
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Seguros Generales Suramericana S.A.;SOAT;Bogotá;17178818
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Selcomp Ingeniería S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;126677258
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;SERVIASEO S.A;Aseo y Cafetería II;Bogotá;431581147
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;SERVIASEO S.A;Aseo y Cafetería;Bogotá;865074163
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;SERVICIOS DE ASEO, CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA;Aseo y Cafetería II;Bogotá;145561189
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Servicios Postales Nacionales S.A.;Servicio de Distribución;Bogotá;110141217
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Servientrega S.A.;Servicio de Distribución;Bogotá;164993605
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Sistemas y Distribuciones Formacon S.A.S.;Consumibles de Impresión;Bogotá;696583
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Bogotá;122493269
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Subatours S.A.S.;Tiquetes Aéreos;Bogotá;2710719469
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;191490201
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Sumimas S.A.S.;Consumibles de Impresión;Bogotá;109703252
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Sumimas S.A.S.;Derivados del papel carton y corrugado;Bogotá;24749857
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Telefónica;Conectividad;Bogotá;1042722959
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Bogotá;376130915
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Cali;138594534
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Manizales;92024953
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Medellín;79899485
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Piedecuesta;102401074
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UNION TEMPORAL EMINSER - SOLOASEO 2016;Aseo y Cafetería II;Bogotá;1544252639
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Unión Temporal Eminser-Soloaseo;Aseo y Cafetería;Bogotá;1279732100
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Unión Temporal Novatours  Vision Tours 04-2015;Tiquetes Aéreos;Bogotá;474061173
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Bogotá;361656629
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Unión Temporal Servi-Incol;Aseo y Cafetería;Bogotá;53307511
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Uniples S.A.;Adquisición de Computadores y Periféricos;Bogotá;363947175
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Uniples S.A.;Consumibles de Impresión;Bogotá;440783213
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;Urbano Express Logistica y Mercadeo S.A.S;Servicio de Distribución;Bogotá;16360000
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UT CCE Tecnológico;Adquisición de Computadores y Periféricos;Bogotá;26433699
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UT Claro;Conectividad II;Bogotá;98010180
Ejecutiva;Minas y Energía;SERVICIO GEOLOGICO COLOMBIANO;UT Soft-IG;Microsoft II;Bogotá;106479525
