Rama de la Entidad;Sector de la Entidad;Entidad;Proveedor;Agregacion;Ciudad;Total
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Oficomco S.A.S.;Adquisición de Computadores y Periféricos;Cartagena;59477872
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Oracle Colombia Ltda;Servicios Oracle;Cartagena;1075720297
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Organización Terpel S.A.;Combustible (Nacional);Cartagena;768370998
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;PANAMERICANA FORMAS E IMPRESOS S.A;Material Pedagógico - Lenguaje;Cartagena;85984511
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Cartagena;161920483
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;PRACO DIDACOL SAS;Vehículos II;Cartagena;186014913
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;PROINTECH COLOMBIA S.A.S.;Adquisición de Computadores y Periféricos;Cartagena;9544295
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;RENAULT SOCIEDAD DE FABRICACIÓN DE AUTOMOTORES S.A.S.;Vehículos II;Cartagena;1257827040
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;S.O.S. Soluciones de Oficina & Suministros S.A.S;Consumibles de Impresión;Cartagena;604282
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Sistemas y Distribuciones Formacon S.A.S.;Consumibles de Impresión;Cartagena;2030414
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Cartagena;78599556
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;SOFASA S.A.;Vehículos II;Cartagena;1947382604
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Cartagena;215395913
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Sumimas S.A.S.;Consumibles de Impresión;Cartagena;51622347
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;SUZUKI Motor de Colombia S.A.;Motocicletas, Cuatrimotos y Motocarros;Cartagena;2679009808
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;The Best Experience in Technology S.A;Microsoft II;Cartagena;11584284
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Union Temporal Ediciones SM III;Material Pedagógico - Impresión matemáticas;Cartagena;741827376
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Union Temporal Los Coches- Iberplast-2014;Vehículos II;Cartagena;361880542
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Unión Temporal Toyonorte Ltda.  Distribuidora Toyota S.A.S.;Vehículos II;Cartagena;513789730
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Unión Temporal VISS-102-2016;Papelería y útiles de oficina II;Cartagena;261251593
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Uniples S.A.;Consumibles de Impresión;Cartagena;109245570
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Uniples S.A.;Papelería y útiles de oficina II;Cartagena;630308316
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Urbano Express Logistica y Mercadeo S.A.S;Material Pedagógico - Distribución matemáticas;Cartagena;30609226
Ejecutiva;Educación Nacional;ALCALDIA DE CARTAGENA DE INDIAS;Yokomotor S.A;Vehículos II;Cartagena;170425894
Ejecutiva;Educación Nacional;ALCALDIA DISTRITAL DE SANTA MARTA;CARVAJAL SOLUCIONES DE COMUNICACION S.A.S.;Material Pedagógico - Lenguaje;Santa Marta;71207889
Ejecutiva;Educación Nacional;ALCALDIA DISTRITAL DE SANTA MARTA;Portes de Colombia S.A.S.;Material Pedagógico - Distribución matemáticas;Santa Marta;12291144
Ejecutiva;Educación Nacional;ALCALDIA DISTRITAL DE SANTA MARTA;Union Temporal Ediciones SM III;Material Pedagógico - Impresión matemáticas;Santa Marta;495757623
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Medellín;4199000
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Coltech S.A.S;Elementos para Emergencias;Medellín;20168179
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Controles Empresariales S.A.S.;Microsoft II;Medellín;3855184
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Dell Colombia INC;Microsoft II;Medellín;242373283
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Institucional Star Services Ltda.;Papelería y útiles de oficina II;Medellín;7642778
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;NEX COMPUTER S.A.S.;Adquisición de Computadores y Periféricos;Medellín;4779294
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Oficomco S.A.S.;Adquisición de Computadores y Periféricos;Medellín;294067181
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Oracle Colombia Ltda;Servicios Oracle;Medellín;45060000
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;P&P Systems Colombia S.A.S.;Adquisición de Computadores y Periféricos;Medellín;77749445
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Panamericana Outsourcing S.A.;Papelería y útiles de oficina II;Medellín;20697144
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Pear Solutions S.A.S.;Adquisición de Computadores y Periféricos;Medellín;374369900
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Productos de Seguridad S.A (Prodeseg);Elementos para Emergencias;Medellín;12523089
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Medellín;2775016
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Sistetronics Ltda.;Adquisición de Computadores y Periféricos;Medellín;74553720
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Medellín;455176822
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Unión Temporal CCEficiente;Aseo y Cafetería;Medellín;11772458
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Unión Temporal MH-SL Mesa de Ayuda 2017;Servicios BPO;Medellín;21641661
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Medellín;92044248
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;Uniples S.A.;Adquisición de Computadores y Periféricos;Medellín;530325877
Ejecutiva;Educación Nacional;ANTIOQUIA - AGENCIA DE EDUCACIÓN SUPERIOR DE MEDELLIN - SAPIENCIA;UT Soft-IG;Microsoft II;Medellín;838968429
Ejecutiva;Educación Nacional;ANTIOQUIA - INSTITUCIÓN EDUCATIVA MARIA AUXILIADORA;Dotaescol Ltda.;Dotación Escolar;Ciudad Bolívar;14620970
Ejecutiva;Educación Nacional;ANTIOQUIA - INSTITUCION EDUCATIVA OCTAVIO HARRY;P&P Systems Colombia S.A.S.;Adquisición de Computadores y Periféricos;Medellín;32335807
Ejecutiva;Educación Nacional;Antioquia - Sena - Complejo Tecnologico Minero Agroempresarial - Puerto Berrio;Distracom S.A.;Combustible (Nacional);Puerto Berrio;8000000
Ejecutiva;Educación Nacional;ATLANTICO - SECRETARIA DE EDUCACION ATLANTICO;CARVAJAL SOLUCIONES DE COMUNICACION S.A.S.;Material Pedagógico - Lenguaje;Barranquilla;94511922
Ejecutiva;Educación Nacional;ATLANTICO - SECRETARIA DE EDUCACION ATLANTICO;Portes de Colombia S.A.S.;Material Pedagógico - Distribución matemáticas;Barranquilla;15964708
Ejecutiva;Educación Nacional;ATLANTICO - SECRETARIA DE EDUCACION ATLANTICO;Union Temporal Ediciones SM III;Material Pedagógico - Impresión matemáticas;Barranquilla;632813271
Ejecutiva;Educación Nacional;BOGOTA - COLEGIO HERNANDO DURAN DUSSAN IED;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;18751148
Ejecutiva;Educación Nacional;BOGOTA - COLEGIO HERNANDO DURAN DUSSAN IED;Falabella de Colombia S.A.;Grandes Superficies;Bogotá;20881000
Ejecutiva;Educación Nacional;BOGOTÁ - COLEGIO NICOLAS GOMEZ DAVILA (IED);CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;3484727
Ejecutiva;Educación Nacional;BOGOTÁ - COLEGIO NICOLAS GOMEZ DAVILA (IED);Falabella de Colombia S.A.;Grandes Superficies;Bogotá;3858000
Ejecutiva;Educación Nacional;BOGOTA - INSTITUCION EDUCATIVA DISTRITAL UNION COLOMBIA;Falabella de Colombia S.A.;Grandes Superficies;Bogotá;3198000
Ejecutiva;Educación Nacional;BOGOTA - INSTITUCION EDUCATIVA DISTRITAL UNION COLOMBIA;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;4674612
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Aeroviajes Pacifico de Bogotá S.A.;Tiquetes Aéreos II;Bogotá;120000000
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Controles Empresariales S.A.S.;Microsoft II;Bogotá;238527259
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;DISTRIBUIDORA NISSAN S.A.;Vehículos II;Bogotá;299622440
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Falabella de Colombia S.A.;Grandes Superficies;Bogotá;1247344
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Festivaltours S.A.S.;Tiquetes Aéreos II;Bogotá;914867495
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;GRUPO EDS AUTOGAS S.A.S.;Combustible (Bogotá) II;Bogotá;199000000
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Grupo Los Lagos S.A.S.;Papelería y útiles de oficina II;Bogotá;108490000
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;GYE Grupo y Estrategia S.A.S.;Aseo y Cafetería;Bogotá;2516783484
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Organización Terpel S.A.;Combustible (Bogotá);Bogotá;24110000
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Papelería Los Andes;Papelería y útiles de oficina;Bogotá;59889454
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Servi limpieza S.A.;Aseo y Cafetería II;Bogotá;9977971949
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Servi limpieza S.A.;Aseo y Cafetería;Bogotá;3079780921
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Bogotá;1490988518
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Subatours S.A.S.;Tiquetes Aéreos;Bogotá;1490211596
Ejecutiva;Educación Nacional;BOGOTA - UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;Uniples S.A.;Papelería y útiles de oficina;Bogotá;17779684
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Crear de Colombia S.A.S.;Consumibles de Impresión;Cartagena;1102701
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Key Market S.A.S.;Consumibles de Impresión;Cartagena;1451026
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Organización Terpel S.A.;Combustible (Nacional);Cartagena;72000000
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;PROINTECH COLOMBIA S.A.S.;Adquisición de Computadores y Periféricos;Cartagena;20714861
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Sistemas y Distribuciones Formacon S.A.S.;Consumibles de Impresión;Cartagena;3576933
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Cartagena;27322665
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Sumimas S.A.S.;Consumibles de Impresión;Cartagena;10123499
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Uniples S.A.;Consumibles de Impresión;Cartagena;4594827
Ejecutiva;Educación Nacional;BOLIVAR-CENTRO INTERNACIONAL NAUTICO FLUVIAL Y PORTUARIO SENA;Uniples S.A.;Papelería y útiles de oficina II;Cartagena;15708464
Ejecutiva;Educación Nacional;CALDAS-CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION SENA;Comercializadora Arturo Calle S.A.S.;Dotaciones de Vestuario;Manizales;11790704
Ejecutiva;Educación Nacional;CALDAS-CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION SENA;Confecciones Páez S.A;Dotaciones de Vestuario II;Manizales;7646866
Ejecutiva;Educación Nacional;CALDAS-CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION SENA;Quest S.A.S;Dotaciones de Vestuario;Manizales;3201600
Ejecutiva;Educación Nacional;CALDAS-CENTRO PECUARIO Y AGROEMPRESARIAL REGIONAL SENA;Comercializadora Arturo Calle S.A.S.;Dotaciones de Vestuario;La Dorada;6165453
Ejecutiva;Educación Nacional;CALDAS-CENTRO PECUARIO Y AGROEMPRESARIAL REGIONAL SENA;Quest S.A.S;Dotaciones de Vestuario;La Dorada;3601800
Ejecutiva;Educación Nacional;COLEGIO EL JAZMIN IED;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;5018819
Ejecutiva;Educación Nacional;COLEGIO NUEVO CHILE INSTITUCION EDUCATIVA DISTRITAL;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;1149000
Ejecutiva;Educación Nacional;COLEGIO NUEVO CHILE INSTITUCION EDUCATIVA DISTRITAL;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Bogotá;22090362
Ejecutiva;Educación Nacional;COLEGIO NUEVO CHILE INSTITUCION EDUCATIVA DISTRITAL;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;4575900
Ejecutiva;Educación Nacional;CUNDINAMARCA  - ALCALDIA MUNICIPAL DE SIMIJACA;AUTOMAYOR S.A.;Vehículos II;Bogotá;279986352
Ejecutiva;Educación Nacional;CUNDINAMARCA - INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Yacopi;6506294
Ejecutiva;Educación Nacional;CUNDINAMARCA - INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Yacopi;19082964
Ejecutiva;Educación Nacional;CUNDINAMARCA - INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Yacopi;23600
Ejecutiva;Educación Nacional;CUNDINAMARCA - INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Yacopi;5385598
Ejecutiva;Educación Nacional;CUNDINAMARCA-INSTITUCION EDUCATIVA TECNICO INDUSTRIAL TOCANCIPA;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;Grandes Superficies;Tocancipá;441800
Ejecutiva;Educación Nacional;CUNDINAMARCA-INSTITUCION EDUCATIVA TECNICO INDUSTRIAL TOCANCIPA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Tocancipá;2362300
Ejecutiva;Educación Nacional;CUNDINAMARCA-INSTITUCION EDUCATIVA TECNICO INDUSTRIAL TOCANCIPA;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Tocancipá;1144590
Ejecutiva;Educación Nacional;CUNDINAMARCA-INSTITUCION EDUCATIVA TECNICO INDUSTRIAL TOCANCIPA;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Tocancipá;23493934
Ejecutiva;Educación Nacional;ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA TERRITORIAL ANTIOQUIA - CHOCO;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Medellín;1644474
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Aseguradora Solidaria de Colombia LTDA;SOAT;Bogotá;1122185
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Automotores Comagro S.A.;Vehículos II;Bogotá;94159546
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;1835000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;29820100
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Coltech S.A.S;Elementos para Emergencias;Bogotá;31074733
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Comercializadora Ferlag;Papelería y útiles de oficina;Bogotá;18048885
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Confecciones Páez S.A;Dotaciones de Vestuario II;Bogotá;7826974
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Confecciones Páez S.A;Dotaciones de Vestuario;Bogotá;3215102
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Dgerard Mg S.A.S;Dotaciones de Vestuario II;Bogotá;8031759
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Dispapeles S.A.S.;Consumibles de Impresión;Bogotá;3841282
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;ETB;Conectividad II;Bogotá;44760968
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Falabella de Colombia S.A.;Grandes Superficies;Bogotá;12009900
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;GRUPO EDS AUTOGAS S.A.S.;Combustible (Bogotá) II;Bogotá;12660000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Grupo Los Lagos S.A.S.;Papelería y útiles de oficina II;Bogotá;30700000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;IFX Networks Colombia SAS;Conectividad II;Bogotá;48105607
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Industrias Cruz Hermanos S.A.;Dotación Escolar;Bogotá;112800203
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Industrias Metal Madera Inmema Ltda.;Dotación Escolar;Bogotá;7341353
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Inversiones Giratell Giraldo S.C.A;Dotaciones de Vestuario;Bogotá;1624000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Key Market S.A.S.;Consumibles de Impresión;Bogotá;35423729
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;La Previsora S.A.;SOAT II;Bogotá;6200016
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;LADOINSA LABORES DOTACIONES INDUSTRIALES S.A.S;Aseo y Cafetería II;Bogotá;773182667
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;MAKRO SUPERMAYORISTA S.A.S;Grandes Superficies;Bogotá;21040903
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;NEX COMPUTER S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;69292070
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Omar Vanegas Nieto;Dotaciones de Vestuario;Bogotá;7485884
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;24234231
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Productos de Seguridad S.A (Prodeseg);Elementos para Emergencias;Bogotá;22221193
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Res-Q Solutions S.A.S;Elementos para Emergencias;Bogotá;4553091
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina II;Bogotá;26216182
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Seguros Generales Suramericana S.A.;SOAT;Bogotá;1842789
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Selcomp Ingeniería S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;75333689
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;SERVIASEO S.A;Aseo y Cafetería;Bogotá;491634962
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Servicio Aéreo a Territorios Nacionales S.A.;Tiquetes Aéreos;Bogotá;125000000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Subatours S.A.S.;Tiquetes Aéreos;Bogotá;120000000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;UNE;Conectividad;Bogotá;118180800
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Unión Temporal Novatours  Vision Tours 04-2015;Tiquetes Aéreos;Bogotá;71000000
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Union Temporal Ofiespecial 2014;Papelería y útiles de oficina;Bogotá;27624938
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Uniples S.A.;Consumibles de Impresión;Bogotá;112299378
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;UT Claro;Conectividad II;Bogotá;57752661
Ejecutiva;Educación Nacional;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Viaja por el Mundo Web Nickisix 360 S.A.S.;Tiquetes Aéreos II;Bogotá;84200000
Ejecutiva;Educación Nacional;GOBERNACION DE ARAUCA;PANAMERICANA FORMAS E IMPRESOS S.A;Material Pedagógico - Impresión matemáticas;Arauca;33069368
Ejecutiva;Educación Nacional;GOBERNACION DE ARAUCA;Union Temporal Ediciones SM III;Material Pedagógico - Impresión matemáticas;Arauca;288731154
Ejecutiva;Educación Nacional;GOBERNACION DE ARAUCA;Urbano Express Logistica y Mercadeo S.A.S;Material Pedagógico - Distribución matemáticas;Arauca;13479482
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;AUTOMAYOR S.A.;Vehículos II;Valledupar;878264477
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;DISTRIBUIDORA NISSAN S.A.;Vehículos II;Valledupar;1095929990
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;FONDO  NACIONAL DE ESTUPEFACIENTES;Unidad Administrativa Especial Fondo Nacional de Estupefacientes;Valledupar;70757198
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;Incolmotos Yamaha S.A.;Motocicletas, Cuatrimotos y Motocarros;Valledupar;1368744147
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;SOFASA S.A.;Vehículos II;Valledupar;1309503304
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;SUZUKI Motor de Colombia S.A.;Motocicletas, Cuatrimotos y Motocarros;Valledupar;449894171
Ejecutiva;Educación Nacional;GOBERNACION DEL CESAR;Union Temporal Los Coches- Iberplast-2014;Vehículos II;Valledupar;308296908
